,price,code,CLOSE,OPEN
2015-02-24,2768.7533501627368,000300.SH,2768.7533501627368,2768.7533501627368
2015-02-25,2774.5845865778074,000300.SH,2774.5845865778074,2774.5845865778074
2015-02-26,2803.0364113389332,000300.SH,2803.0364113389332,2803.0364113389332
2015-02-27,2813.934980211331,000300.SH,2813.934980211331,2813.934980211331
2015-03-02,2813.801616850757,000300.SH,2813.801616850757,2813.801616850757
2015-03-03,2806.8687629621686,000300.SH,2806.8687629621686,2806.8687629621686
2015-03-04,2762.413327993812,000300.SH,2762.413327993812,2762.413327993812
2015-03-05,2738.2828158082298,000300.SH,2738.2828158082298,2738.2828158082298
2015-03-06,2724.3762789738225,000300.SH,2724.3762789738225,2724.3762789738225
2015-03-09,2759.418811704925,000300.SH,2759.418811704925,2759.418811704925
2015-03-10,2776.1042786608814,000300.SH,2776.1042786608814,2776.1042786608814
2015-03-11,2724.5688132758314,000300.SH,2724.5688132758314,2724.5688132758314
2015-03-12,2733.9636524098964,000300.SH,2733.9636524098964,2733.9636524098964
2015-03-13,2724.9860203218354,000300.SH,2724.9860203218354,2724.9860203218354
2015-03-16,2705.61346283238,000300.SH,2705.61346283238,2705.61346283238
2015-03-17,2725.9592126956677,000300.SH,2725.9592126956677,2725.9592126956677
2015-03-18,2762.7665414302055,000300.SH,2762.7665414302055,2762.7665414302055
2015-03-19,2798.532976010443,000300.SH,2798.532976010443,2798.532976010443
2015-03-20,2776.976631850341,000300.SH,2776.976631850341,2776.976631850341
2015-03-23,2768.0717661277486,000300.SH,2768.0717661277486,2768.0717661277486
2015-03-24,2780.6410734551687,000300.SH,2780.6410734551687,2780.6410734551687
2015-03-25,2815.28077522708,000300.SH,2815.28077522708,2815.28077522708
2015-03-26,2805.4884997276895,000300.SH,2805.4884997276895,2805.4884997276895
2015-03-27,2801.6170533298196,000300.SH,2801.6170533298196,2801.6170533298196
2015-03-30,2769.615510562433,000300.SH,2769.615510562433,2769.615510562433
2015-03-31,2732.269896872247,000300.SH,2732.269896872247,2732.269896872247
2015-04-01,2758.0340135682613,000300.SH,2758.0340135682613,2758.0340135682613
2015-04-02,2806.7815363840823,000300.SH,2806.7815363840823,2806.7815363840823
2015-04-03,2811.1118764707235,000300.SH,2811.1118764707235,2811.1118764707235
2015-04-06,2847.3773847566085,000300.SH,2847.3773847566085,2847.3773847566085
2015-04-07,2865.274954510815,000300.SH,2865.274954510815,2865.274954510815
2015-04-08,2848.323882505748,000300.SH,2848.323882505748,2848.323882505748
2015-04-09,2861.640955619601,000300.SH,2861.640955619601,2861.640955619601
2015-04-10,2915.881281092942,000300.SH,2915.881281092942,2915.881281092942
2015-04-13,2921.947623434817,000300.SH,2921.947623434817,2921.947623434817
2015-04-14,2978.7822006103247,000300.SH,2978.7822006103247,2978.7822006103247
2015-04-15,2893.4608161574815,000300.SH,2893.4608161574815,2893.4608161574815
2015-04-16,2922.367344350485,000300.SH,2922.367344350485,2922.367344350485
2015-04-17,2931.001756941362,000300.SH,2931.001756941362,2931.001756941362
2015-04-20,2923.5171987501576,000300.SH,2923.5171987501576,2923.5171987501576
2015-04-21,2929.135836213004,000300.SH,2929.135836213004,2929.135836213004
2015-04-22,2863.993958331217,000300.SH,2863.993958331217,2863.993958331217
2015-04-23,2853.6940534281807,000300.SH,2853.6940534281807,2853.6940534281807
2015-04-24,2868.300091203798,000300.SH,2868.300091203798,2868.300091203798
2015-04-27,2923.6081013163466,000300.SH,2923.6081013163466,2923.6081013163466
2015-04-28,2912.345135764147,000300.SH,2912.345135764147,2912.345135764147
2015-04-29,2886.145672299884,000300.SH,2886.145672299884,2886.145672299884
2015-04-30,2869.7288023500955,000300.SH,2869.7288023500955,2869.7288023500955
2015-05-01,2902.23875090762,000300.SH,2902.23875090762,2902.23875090762
2015-05-04,2918.989606852598,000300.SH,2918.989606852598,2918.989606852598
2015-05-05,2905.4763534691942,000300.SH,2905.4763534691942,2905.4763534691942
2015-05-06,2924.3756195974825,000300.SH,2924.3756195974825,2924.3756195974825
2015-05-07,2932.040038279356,000300.SH,2932.040038279356,2932.040038279356
2015-05-08,2967.5448157122682,000300.SH,2967.5448157122682,2967.5448157122682
2015-05-11,2949.818739780038,000300.SH,2949.818739780038,2949.818739780038
2015-05-12,2940.424379155433,000300.SH,2940.424379155433,2940.424379155433
2015-05-13,2929.7091765740865,000300.SH,2929.7091765740865,2929.7091765740865
2015-05-14,2884.3888703579873,000300.SH,2884.3888703579873,2884.3888703579873
2015-05-15,2893.6180297478654,000300.SH,2893.6180297478654,2893.6180297478654
2015-05-18,2905.9135895368527,000300.SH,2905.9135895368527,2905.9135895368527
2015-05-19,2909.9757109337015,000300.SH,2909.9757109337015,2909.9757109337015
2015-05-20,2905.6046204624977,000300.SH,2905.6046204624977,2905.6046204624977
2015-05-21,2862.9896104523496,000300.SH,2862.9896104523496,2862.9896104523496
2015-05-22,2848.6260904660367,000300.SH,2848.6260904660367,2848.6260904660367
2015-05-25,2839.230919926729,000300.SH,2839.230919926729,2839.230919926729
2015-05-26,2815.77286119867,000300.SH,2815.77286119867,2815.77286119867
2015-05-27,2811.5860658629435,000300.SH,2811.5860658629435,2811.5860658629435
2015-05-28,2826.8010504029235,000300.SH,2826.8010504029235,2826.8010504029235
2015-05-29,2890.8181997035754,000300.SH,2890.8181997035754,2890.8181997035754
2015-06-01,2904.96595785778,000300.SH,2904.96595785778,2904.96595785778
2015-06-02,2917.7771090386705,000300.SH,2917.7771090386705,2917.7771090386705
2015-06-03,2919.2297855090656,000300.SH,2919.2297855090656,2919.2297855090656
2015-06-04,2859.61040593199,000300.SH,2859.61040593199,2859.61040593199
2015-06-05,2856.828518918413,000300.SH,2856.828518918413,2856.828518918413
2015-06-08,2861.5011602029713,000300.SH,2861.5011602029713,2861.5011602029713
2015-06-09,2947.496734673828,000300.SH,2947.496734673828,2947.496734673828
2015-06-10,2950.0433280097864,000300.SH,2950.0433280097864,2950.0433280097864
2015-06-11,2964.3539586677725,000300.SH,2964.3539586677725,2964.3539586677725
2015-06-12,2967.220810971124,000300.SH,2967.220810971124,2967.220810971124
2015-06-15,2929.7906309228238,000300.SH,2929.7906309228238,2929.7906309228238
2015-06-16,2969.9782367724915,000300.SH,2969.9782367724915,2969.9782367724915
2015-06-17,3003.255240315377,000300.SH,3003.255240315377,3003.255240315377
2015-06-18,3037.3970167909506,000300.SH,3037.3970167909506,3037.3970167909506
2015-06-19,3010.684056569894,000300.SH,3010.684056569894,3010.684056569894
2015-06-22,3061.8132835620654,000300.SH,3061.8132835620654,3061.8132835620654
2015-06-23,3017.3145269301076,000300.SH,3017.3145269301076,3017.3145269301076
2015-06-24,3038.8025007206547,000300.SH,3038.8025007206547,3038.8025007206547
2015-06-25,3125.3311869282015,000300.SH,3125.3311869282015,3125.3311869282015
2015-06-26,3094.816257240907,000300.SH,3094.816257240907,3094.816257240907
2015-06-29,3072.866816556578,000300.SH,3072.866816556578,3072.866816556578
2015-06-30,3078.034040679676,000300.SH,3078.034040679676,3078.034040679676
2015-07-01,3062.7869272232774,000300.SH,3062.7869272232774,3062.7869272232774
2015-07-02,3008.7669125288503,000300.SH,3008.7669125288503,3008.7669125288503
2015-07-03,3010.0301012609725,000300.SH,3010.0301012609725,3010.0301012609725
2015-07-06,2975.1996169036715,000300.SH,2975.1996169036715,2975.1996169036715
2015-07-07,2992.3362888034417,000300.SH,2992.3362888034417,2992.3362888034417
2015-07-08,2964.504735824306,000300.SH,2964.504735824306,2964.504735824306
2015-07-09,3019.7770080450705,000300.SH,3019.7770080450705,3019.7770080450705
2015-07-10,2998.4590403544576,000300.SH,2998.4590403544576,2998.4590403544576
2015-07-13,2988.141167345703,000300.SH,2988.141167345703,2988.141167345703
2015-07-14,3019.0643542621656,000300.SH,3019.0643542621656,3019.0643542621656
2015-07-15,2981.2820078010955,000300.SH,2981.2820078010955,2981.2820078010955
2015-07-16,2989.3539118434983,000300.SH,2989.3539118434983,2989.3539118434983
2015-07-17,3038.9209279010724,000300.SH,3038.9209279010724,3038.9209279010724
2015-07-20,2988.13500755893,000300.SH,2988.13500755893,2988.13500755893
2015-07-21,2993.9425880041968,000300.SH,2993.9425880041968,2993.9425880041968
2015-07-22,3006.7797523395197,000300.SH,3006.7797523395197,3006.7797523395197
2015-07-23,3038.558494410877,000300.SH,3038.558494410877,3038.558494410877
2015-07-24,3000.5268573057588,000300.SH,3000.5268573057588,3000.5268573057588
2015-07-27,2953.7620915720263,000300.SH,2953.7620915720263,2953.7620915720263
2015-07-28,2971.7607686402976,000300.SH,2971.7607686402976,2971.7607686402976
2015-07-29,2986.7006155955532,000300.SH,2986.7006155955532,2986.7006155955532
2015-07-30,2999.615792963847,000300.SH,2999.615792963847,2999.615792963847
2015-07-31,3015.5739368785707,000300.SH,3015.5739368785707,3015.5739368785707
2015-08-03,2996.763133228243,000300.SH,2996.763133228243,2996.763133228243
2015-08-04,3006.132130834009,000300.SH,3006.132130834009,3006.132130834009
2015-08-05,3019.759455236255,000300.SH,3019.759455236255,3019.759455236255
2015-08-06,3000.023269206021,000300.SH,3000.023269206021,3000.023269206021
2015-08-07,3064.4877573709023,000300.SH,3064.4877573709023,3064.4877573709023
2015-08-10,3090.2652495830566,000300.SH,3090.2652495830566,3090.2652495830566
2015-08-11,3052.410024884579,000300.SH,3052.410024884579,3052.410024884579
2015-08-12,3076.4370439703694,000300.SH,3076.4370439703694,3076.4370439703694
2015-08-13,3046.310128062164,000300.SH,3046.310128062164,3046.310128062164
2015-08-14,3075.3857553253947,000300.SH,3075.3857553253947,3075.3857553253947
2015-08-17,3122.9464998461926,000300.SH,3122.9464998461926,3122.9464998461926
2015-08-18,3099.54019856474,000300.SH,3099.54019856474,3099.54019856474
2015-08-19,3136.249137258681,000300.SH,3136.249137258681,3136.249137258681
2015-08-20,3157.7217416774874,000300.SH,3157.7217416774874,3157.7217416774874
2015-08-21,3192.944945771243,000300.SH,3192.944945771243,3192.944945771243
2015-08-24,3270.1309404097697,000300.SH,3270.1309404097697,3270.1309404097697
2015-08-25,3269.695674954183,000300.SH,3269.695674954183,3269.695674954183
2015-08-26,3243.3938342966226,000300.SH,3243.3938342966226,3243.3938342966226
2015-08-27,3210.402017396983,000300.SH,3210.402017396983,3210.402017396983
2015-08-28,3180.0907007233955,000300.SH,3180.0907007233955,3180.0907007233955
2015-08-31,3177.969235024763,000300.SH,3177.969235024763,3177.969235024763
2015-09-01,3193.5165310460056,000300.SH,3193.5165310460056,3193.5165310460056
2015-09-02,3208.036965869767,000300.SH,3208.036965869767,3208.036965869767
2015-09-03,3242.409989121629,000300.SH,3242.409989121629,3242.409989121629
2015-09-04,3248.90002093127,000300.SH,3248.90002093127,3248.90002093127
2015-09-07,3305.88935312541,000300.SH,3305.88935312541,3305.88935312541
2015-09-08,3303.6116621295873,000300.SH,3303.6116621295873,3303.6116621295873
2015-09-09,3411.2540452949293,000300.SH,3411.2540452949293,3411.2540452949293
2015-09-10,3449.1600153395607,000300.SH,3449.1600153395607,3449.1600153395607
2015-09-11,3415.233037413834,000300.SH,3415.233037413834,3415.233037413834
2015-09-14,3367.6306305009352,000300.SH,3367.6306305009352,3367.6306305009352
2015-09-15,3384.864611917775,000300.SH,3384.864611917775,3384.864611917775
2015-09-16,3377.739778044603,000300.SH,3377.739778044603,3377.739778044603
2015-09-17,3406.4951420332754,000300.SH,3406.4951420332754,3406.4951420332754
2015-09-18,3428.4470584308056,000300.SH,3428.4470584308056,3428.4470584308056
2015-09-21,3428.011578704783,000300.SH,3428.011578704783,3428.011578704783
2015-09-22,3395.866931411798,000300.SH,3395.866931411798,3395.866931411798
2015-09-23,3335.8618442283973,000300.SH,3335.8618442283973,3335.8618442283973
2015-09-24,3314.1398349949113,000300.SH,3314.1398349949113,3314.1398349949113
2015-09-25,3346.342576655118,000300.SH,3346.342576655118,3346.342576655118
2015-09-28,3357.97258255701,000300.SH,3357.97258255701,3357.97258255701
2015-09-29,3312.008584552126,000300.SH,3312.008584552126,3312.008584552126
2015-09-30,3315.740791350753,000300.SH,3315.740791350753,3315.740791350753
2015-10-01,3331.4149017462137,000300.SH,3331.4149017462137,3331.4149017462137
2015-10-02,3300.077833953981,000300.SH,3300.077833953981,3300.077833953981
2015-10-05,3304.0376748420886,000300.SH,3304.0376748420886,3304.0376748420886
2015-10-06,3307.1820994599398,000300.SH,3307.1820994599398,3307.1820994599398
2015-10-07,3266.2790319561254,000300.SH,3266.2790319561254,3266.2790319561254
2015-10-08,3277.012060581442,000300.SH,3277.012060581442,3277.012060581442
2015-10-09,3299.311139399284,000300.SH,3299.311139399284,3299.311139399284
2015-10-12,3342.152118527514,000300.SH,3342.152118527514,3342.152118527514
2015-10-13,3386.832880798778,000300.SH,3386.832880798778,3386.832880798778
2015-10-14,3337.441106026106,000300.SH,3337.441106026106,3337.441106026106
2015-10-15,3297.12164421023,000300.SH,3297.12164421023,3297.12164421023
2015-10-16,3314.8310253377867,000300.SH,3314.8310253377867,3314.8310253377867
2015-10-19,3336.9144872156867,000300.SH,3336.9144872156867,3336.9144872156867
2015-10-20,3359.2702913918706,000300.SH,3359.2702913918706,3359.2702913918706
2015-10-21,3513.014764329179,000300.SH,3513.014764329179,3513.014764329179
2015-10-22,3556.549000575373,000300.SH,3556.549000575373,3556.549000575373
2015-10-23,3618.429433802915,000300.SH,3618.429433802915,3618.429433802915
2015-10-26,3672.350397771248,000300.SH,3672.350397771248,3672.350397771248
2015-10-27,3709.836483530972,000300.SH,3709.836483530972,3709.836483530972
2015-10-28,3698.4199855392126,000300.SH,3698.4199855392126,3698.4199855392126
2015-10-29,3733.4885975071934,000300.SH,3733.4885975071934,3733.4885975071934
2015-10-30,3701.803424413191,000300.SH,3701.803424413191,3701.803424413191
2015-11-02,3689.4442623380655,000300.SH,3689.4442623380655,3689.4442623380655
2015-11-03,3668.160957319332,000300.SH,3668.160957319332,3668.160957319332
2015-11-04,3670.681008207223,000300.SH,3670.681008207223,3670.681008207223
2015-11-05,3769.704081747808,000300.SH,3769.704081747808,3769.704081747808
2015-11-06,3690.06366057791,000300.SH,3690.06366057791,3690.06366057791
2015-11-09,3718.342763792856,000300.SH,3718.342763792856,3718.342763792856
2015-11-10,3644.8114120013606,000300.SH,3644.8114120013606,3644.8114120013606
2015-11-11,3617.0697425308413,000300.SH,3617.0697425308413,3617.0697425308413
2015-11-12,3666.0398272766374,000300.SH,3666.0398272766374,3666.0398272766374
2015-11-13,3673.7047740847074,000300.SH,3673.7047740847074,3673.7047740847074
2015-11-16,3627.0634472475085,000300.SH,3627.0634472475085,3627.0634472475085
2015-11-17,3592.5771492496774,000300.SH,3592.5771492496774,3592.5771492496774
2015-11-18,3619.988742893703,000300.SH,3619.988742893703,3619.988742893703
2015-11-19,3591.69673698367,000300.SH,3591.69673698367,3591.69673698367
2015-11-20,3599.296596379697,000300.SH,3599.296596379697,3599.296596379697
2015-11-23,3602.5146767242886,000300.SH,3602.5146767242886,3602.5146767242886
2015-11-24,3577.0054127178178,000300.SH,3577.0054127178178,3577.0054127178178
2015-11-25,3663.3644490335573,000300.SH,3663.3644490335573,3663.3644490335573
2015-11-26,3700.079969011601,000300.SH,3700.079969011601,3700.079969011601
2015-11-27,3613.84639167747,000300.SH,3613.84639167747,3613.84639167747
2015-11-30,3616.524834811724,000300.SH,3616.524834811724,3616.524834811724
2015-12-01,3587.664711434669,000300.SH,3587.664711434669,3587.664711434669
2015-12-02,3623.6401260957487,000300.SH,3623.6401260957487,3623.6401260957487
2015-12-03,3592.6590492134665,000300.SH,3592.6590492134665,3592.6590492134665
2015-12-04,3585.9850684826642,000300.SH,3585.9850684826642,3585.9850684826642
2015-12-07,3607.3670584402976,000300.SH,3607.3670584402976,3607.3670584402976
2015-12-08,3645.985519120711,000300.SH,3645.985519120711,3645.985519120711
2015-12-09,3599.592923460898,000300.SH,3599.592923460898,3599.592923460898
2015-12-10,3582.5021442537536,000300.SH,3582.5021442537536,3582.5021442537536
2015-12-11,3562.2633557490003,000300.SH,3562.2633557490003,3562.2633557490003
2015-12-14,3534.898691911022,000300.SH,3534.898691911022,3534.898691911022
2015-12-15,3605.0814085540014,000300.SH,3605.0814085540014,3605.0814085540014
2015-12-16,3629.1904522662758,000300.SH,3629.1904522662758,3629.1904522662758
2015-12-17,3578.1750769481964,000300.SH,3578.1750769481964,3578.1750769481964
2015-12-18,3614.497854893555,000300.SH,3614.497854893555,3614.497854893555
2015-12-21,3711.216898314556,000300.SH,3711.216898314556,3711.216898314556
2015-12-22,3769.9964853300394,000300.SH,3769.9964853300394,3769.9964853300394
2015-12-23,3702.710491425584,000300.SH,3702.710491425584,3702.710491425584
2015-12-24,3674.7859477014335,000300.SH,3674.7859477014335,3674.7859477014335
2015-12-25,3732.438045582916,000300.SH,3732.438045582916,3732.438045582916
2015-12-28,3704.447919871831,000300.SH,3704.447919871831,3704.447919871831
2015-12-29,3723.369144673842,000300.SH,3723.369144673842,3723.369144673842
2015-12-30,3760.5902352985513,000300.SH,3760.5902352985513,3760.5902352985513
2015-12-31,3722.9597415234184,000300.SH,3722.9597415234184,3722.9597415234184
2016-01-01,3718.0756619719186,000300.SH,3718.0756619719186,3718.0756619719186
2016-01-04,3581.004867366739,000300.SH,3581.004867366739,3581.004867366739
2016-01-05,3519.494231524022,000300.SH,3519.494231524022,3519.494231524022
2016-01-06,3503.103643961685,000300.SH,3503.103643961685,3503.103643961685
2016-01-07,3445.6550903840766,000300.SH,3445.6550903840766,3445.6550903840766
2016-01-08,3516.07993886091,000300.SH,3516.07993886091,3516.07993886091
2016-01-11,3455.544630222247,000300.SH,3455.544630222247,3455.544630222247
2016-01-12,3430.9987098225856,000300.SH,3430.9987098225856,3430.9987098225856
2016-01-13,3435.531400929878,000300.SH,3435.531400929878,3435.531400929878
2016-01-14,3498.669024278961,000300.SH,3498.669024278961,3498.669024278961
2016-01-15,3441.281726085347,000300.SH,3441.281726085347,3441.281726085347
2016-01-18,3489.2884277856333,000300.SH,3489.2884277856333,3489.2884277856333
2016-01-19,3494.314864856741,000300.SH,3494.314864856741,3494.314864856741
2016-01-20,3453.36401221582,000300.SH,3453.36401221582,3453.36401221582
2016-01-21,3470.395943683211,000300.SH,3470.395943683211,3470.395943683211
2016-01-22,3480.733315047611,000300.SH,3480.733315047611,3480.733315047611
2016-01-25,3457.9363663932754,000300.SH,3457.9363663932754,3457.9363663932754
2016-01-26,3459.599720267865,000300.SH,3459.599720267865,3459.599720267865
2016-01-27,3445.315297779089,000300.SH,3445.315297779089,3445.315297779089
2016-01-28,3449.2648935967336,000300.SH,3449.2648935967336,3449.2648935967336
2016-01-29,3475.7786182026643,000300.SH,3475.7786182026643,3475.7786182026643
2016-02-01,3540.6678354366104,000300.SH,3540.6678354366104,3540.6678354366104
2016-02-02,3495.4807668636045,000300.SH,3495.4807668636045,3495.4807668636045
2016-02-03,3582.6965315120337,000300.SH,3582.6965315120337,3582.6965315120337
2016-02-04,3500.726336824524,000300.SH,3500.726336824524,3500.726336824524
2016-02-05,3487.702621797107,000300.SH,3487.702621797107,3487.702621797107
2016-02-08,3514.15507390358,000300.SH,3514.15507390358,3514.15507390358
2016-02-09,3529.453869143828,000300.SH,3529.453869143828,3529.453869143828
2016-02-10,3504.697188441838,000300.SH,3504.697188441838,3504.697188441838
2016-02-11,3494.716290425869,000300.SH,3494.716290425869,3494.716290425869
2016-02-12,3474.557286467771,000300.SH,3474.557286467771,3474.557286467771
2016-02-15,3450.1383004330783,000300.SH,3450.1383004330783,3450.1383004330783
2016-02-16,3482.53784821596,000300.SH,3482.53784821596,3482.53784821596
2016-02-17,3500.140585430197,000300.SH,3500.140585430197,3500.140585430197
2016-02-18,3474.87657797223,000300.SH,3474.87657797223,3474.87657797223
2016-02-19,3509.1027148261837,000300.SH,3509.1027148261837,3509.1027148261837
2016-02-22,3524.8884667308917,000300.SH,3524.8884667308917,3524.8884667308917
2016-02-23,3559.308857256055,000300.SH,3559.308857256055,3559.308857256055
2016-02-24,3588.2796132936182,000300.SH,3588.2796132936182,3588.2796132936182
2016-02-25,3557.866130881614,000300.SH,3557.866130881614,3557.866130881614
2016-02-26,3533.618759102656,000300.SH,3533.618759102656,3533.618759102656
2016-02-29,3562.3161914775606,000300.SH,3562.3161914775606,3562.3161914775606
2016-03-01,3590.033481122118,000300.SH,3590.033481122118,3590.033481122118
2016-03-02,3592.132040098289,000300.SH,3592.132040098289,3592.132040098289
2016-03-03,3597.7186552718626,000300.SH,3597.7186552718626,3597.7186552718626
2016-03-04,3650.0333063799176,000300.SH,3650.0333063799176,3650.0333063799176
2016-03-07,3630.388448215098,000300.SH,3630.388448215098,3630.388448215098
2016-03-08,3652.150641502987,000300.SH,3652.150641502987,3652.150641502987
2016-03-09,3646.3001977054337,000300.SH,3646.3001977054337,3646.3001977054337
2016-03-10,3637.714129953718,000300.SH,3637.714129953718,3637.714129953718
2016-03-11,3682.2651130629524,000300.SH,3682.2651130629524,3682.2651130629524
2016-03-14,3721.187832710015,000300.SH,3721.187832710015,3721.187832710015
2016-03-15,3759.6711275290295,000300.SH,3759.6711275290295,3759.6711275290295
2016-03-16,3819.9546580412625,000300.SH,3819.9546580412625,3819.9546580412625
2016-03-17,3826.525803129584,000300.SH,3826.525803129584,3826.525803129584
2016-03-18,3857.906679598601,000300.SH,3857.906679598601,3857.906679598601
2016-03-21,3847.5267138729805,000300.SH,3847.5267138729805,3847.5267138729805
2016-03-22,3861.574812710217,000300.SH,3861.574812710217,3861.574812710217
2016-03-23,3857.85423906701,000300.SH,3857.85423906701,3857.85423906701
2016-03-24,3862.4763289886732,000300.SH,3862.4763289886732,3862.4763289886732
2016-03-25,3888.9849932021216,000300.SH,3888.9849932021216,3888.9849932021216
2016-03-28,3856.9325474043803,000300.SH,3856.9325474043803,3856.9325474043803
2016-03-29,3946.059521175307,000300.SH,3946.059521175307,3946.059521175307
2016-03-30,3905.8061600903775,000300.SH,3905.8061600903775,3905.8061600903775
2016-03-31,3846.1295754657667,000300.SH,3846.1295754657667,3846.1295754657667
2016-04-01,3897.1954200763903,000300.SH,3897.1954200763903,3897.1954200763903
2016-04-04,3940.3635484364227,000300.SH,3940.3635484364227,3940.3635484364227
2016-04-05,3974.6472869909408,000300.SH,3974.6472869909408,3974.6472869909408
2016-04-06,4008.1346421324024,000300.SH,4008.1346421324024,4008.1346421324024
2016-04-07,4011.050150099726,000300.SH,4011.050150099726,4011.050150099726
2016-04-08,3970.8488231756432,000300.SH,3970.8488231756432,3970.8488231756432
2016-04-11,3971.922078814982,000300.SH,3971.922078814982,3971.922078814982
2016-04-12,3942.362316658151,000300.SH,3942.362316658151,3942.362316658151
2016-04-13,3984.6011020851115,000300.SH,3984.6011020851115,3984.6011020851115
2016-04-14,3982.0815628455857,000300.SH,3982.0815628455857,3982.0815628455857
2016-04-15,3945.7375587273846,000300.SH,3945.7375587273846,3945.7375587273846
2016-04-18,3929.2804837302465,000300.SH,3929.2804837302465,3929.2804837302465
2016-04-19,3947.004695161906,000300.SH,3947.004695161906,3947.004695161906
2016-04-20,3924.466137383207,000300.SH,3924.466137383207,3924.466137383207
2016-04-21,3887.6869730148524,000300.SH,3887.6869730148524,3887.6869730148524
2016-04-22,3896.1809818700635,000300.SH,3896.1809818700635,3896.1809818700635
2016-04-25,3908.2744346055238,000300.SH,3908.2744346055238,3908.2744346055238
2016-04-26,3888.1978254709325,000300.SH,3888.1978254709325,3888.1978254709325
2016-04-27,3867.2152475223243,000300.SH,3867.2152475223243,3867.2152475223243
2016-04-28,3876.217572186976,000300.SH,3876.217572186976,3876.217572186976
2016-04-29,3816.6198203145395,000300.SH,3816.6198203145395,3816.6198203145395
2016-05-02,3751.5869088039626,000300.SH,3751.5869088039626,3751.5869088039626
2016-05-03,3715.4016427215633,000300.SH,3715.4016427215633,3715.4016427215633
2016-05-04,3703.970964538705,000300.SH,3703.970964538705,3703.970964538705
2016-05-05,3717.077184701299,000300.SH,3717.077184701299,3717.077184701299
2016-05-06,3781.6657384584105,000300.SH,3781.6657384584105,3781.6657384584105
2016-05-09,3826.1911553259024,000300.SH,3826.1911553259024,3826.1911553259024
2016-05-10,3823.338611988142,000300.SH,3823.338611988142,3823.338611988142
2016-05-11,3823.0371682820146,000300.SH,3823.0371682820146,3823.0371682820146
2016-05-12,3780.5786829297717,000300.SH,3780.5786829297717,3780.5786829297717
2016-05-13,3777.1557418714697,000300.SH,3777.1557418714697,3777.1557418714697
2016-05-16,3765.345113501289,000300.SH,3765.345113501289,3765.345113501289
2016-05-17,3778.7616340658146,000300.SH,3778.7616340658146,3778.7616340658146
2016-05-18,3746.0442054953,000300.SH,3746.0442054953,3746.0442054953
2016-05-19,3763.483600347904,000300.SH,3763.483600347904,3763.483600347904
2016-05-20,3833.1388273024995,000300.SH,3833.1388273024995,3833.1388273024995
